token	left_score	right_score	pred_side	rule_hits
qokeod	45.750000	0.000000	left	1
ar	0.000000	0.000000	unknown	0
qokeo	45.750000	0.000000	left	1
lkeo	3.000000	0.000000	left	1
leeo	3.000000	0.000000	left	1
ram	0.000000	0.000000	unknown	0
shor	0.000000	0.000000	unknown	0
sheor	6.000000	0.000000	left	1
orkchsd	0.000000	5.000000	right	1
otairor	0.000000	5.000000	right	1
qokeeo	48.750000	0.000000	left	1
raiin	0.000000	0.000000	unknown	0
qokeeo	48.750000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
olchedy	9.400000	45.000000	right	1
qokeol	45.750000	0.000000	left	1
qoky	39.750000	0.000000	left	1
porarchy	0.000000	0.000000	unknown	0
oror	0.000000	5.000000	right	1
olkaiin	0.000000	5.000000	right	1
shedy	6.000000	0.000000	left	1
oteedy	3.000000	5.000000	right	1
qotor	0.000000	0.000000	unknown	0
qoteedo	3.000000	0.000000	left	1
qoteedy	3.000000	0.000000	left	1
dair	2.000000	30.000000	right	1
okeedaim	9.750000	77.000000	right	1
pshoair	0.000000	0.000000	unknown	0
lkeeshedy	12.000000	0.000000	left	1
qokain	39.750000	0.000000	left	1
cheoly	60.400000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
qokedy	45.750000	0.000000	left	1
otedy	0.000000	5.000000	right	1
qotoky	0.750000	0.000000	left	1
sar	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
cheol	60.400000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
cheokey	67.150000	0.000000	left	1
raiin	0.000000	0.000000	unknown	0
chokar	51.750000	0.000000	left	1
cholky	51.000000	0.000000	left	1
okeees	9.750000	77.000000	right	1
aiin	0.000000	0.000000	unknown	0
okeey	9.750000	77.000000	right	1
lchg	0.000000	2.000000	right	1
pcheol	9.400000	2.000000	left	1
sheokaiin	6.750000	0.000000	left	1
otey	0.000000	5.000000	right	1
qokeeor	48.750000	0.000000	left	1
sheo	6.000000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
otchey	9.400000	14.000000	right	1
pcheo	9.400000	2.000000	left	1
ror	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
opal	0.000000	8.000000	right	1
podaroar	0.000000	0.000000	unknown	0
oteeolchor	3.000000	9.000000	right	1
shol	0.000000	0.000000	unknown	0
tchedy	9.400000	7.000000	left	1
chotar	51.000000	0.000000	left	1
opchedy	9.400000	13.000000	right	1
opches	9.400000	13.000000	right	1
aiin	0.000000	0.000000	unknown	0
okchdam	0.750000	77.000000	right	1
sain	0.000000	0.000000	unknown	0
oin	0.000000	5.000000	right	1
okain	0.750000	77.000000	right	1
aiin	0.000000	0.000000	unknown	0
arol	0.000000	0.000000	unknown	0
ocheedy	12.400000	5.000000	left	1
lkeeeody	6.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
chedar	60.400000	0.000000	left	1
okol	0.750000	77.000000	right	1
otar	0.000000	5.000000	right	1
chdam	51.000000	0.000000	left	1
kshed	8.000000	24.000000	right	1
dsheol	8.000000	30.000000	right	1
qokeedy	48.750000	0.000000	left	1
otol	0.000000	5.000000	right	1
okeedy	9.750000	77.000000	right	1
lkeedar	6.000000	0.000000	left	1
sheopchy	6.000000	8.000000	right	1
qopchy	0.000000	34.000000	right	1
qotolchy	0.000000	4.000000	right	1
qoty	0.000000	0.000000	unknown	0
chdy	51.000000	0.000000	left	1
otchedy	9.400000	14.000000	right	1
qokeey	48.750000	0.000000	left	1
shosaiin	0.000000	0.000000	unknown	0
qokaiin	39.750000	0.000000	left	1
okain	0.750000	77.000000	right	1
cholkeeey	57.000000	0.000000	left	1
ltal	0.000000	0.000000	unknown	0
olcheey	12.400000	45.000000	right	1
qotchoraiin	0.000000	9.000000	right	1
y	0.000000	0.000000	unknown	0
ytaiin	0.000000	4.000000	right	1
cheey	63.400000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
shaiin	0.000000	0.000000	unknown	0
qokeedy	48.750000	0.000000	left	1
sail	0.000000	0.000000	unknown	0
chedy	60.400000	0.000000	left	1
cheodal	60.400000	0.000000	left	1
qochedy	9.400000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
tshodair	0.000000	0.000000	unknown	0
olkeees	6.000000	5.000000	left	1
odain	0.000000	5.000000	right	1
qokeedy	48.750000	0.000000	left	1
opchor	0.000000	13.000000	right	1
aror	0.000000	0.000000	unknown	0
pcheeody	12.400000	2.000000	left	1
daiir	2.000000	30.000000	right	1
opchedy	9.400000	13.000000	right	1
opchody	0.000000	13.000000	right	1
podshedy	6.000000	0.000000	left	1
qokchedy	49.150000	0.000000	left	1
lkechor	3.000000	0.000000	left	1
otchodar	0.000000	14.000000	right	1
cho	51.000000	0.000000	left	1
lky	0.000000	0.000000	unknown	0
chedar	60.400000	0.000000	left	1
otaiin	0.000000	5.000000	right	1
chkchedaram	60.400000	0.000000	left	1
soraiin	0.000000	0.000000	unknown	0
cheeo	63.400000	0.000000	left	1
lo	0.000000	0.000000	unknown	0
lchey	9.400000	2.000000	left	1
qokaiin	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
okain	0.750000	77.000000	right	1
shear	6.000000	0.000000	left	1
qokain	39.750000	0.000000	left	1
chees	63.400000	0.000000	left	1
ykarain	43.200000	3.600000	left	1
tcheoko	10.150000	7.000000	left	1
lkshedy	6.000000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
lky	0.000000	0.000000	unknown	0
raiin	0.000000	0.000000	unknown	0
chy	51.000000	0.000000	left	1
rody	0.000000	0.000000	unknown	0
chlar	51.000000	0.000000	left	1
cheeorfor	63.400000	0.000000	left	1
cheoly	60.400000	0.000000	left	1
okaiin	0.750000	77.000000	right	1
ol	0.000000	5.000000	right	1
lcho	0.000000	2.000000	right	1
rcheo	9.400000	0.000000	left	1
raiin	0.000000	0.000000	unknown	0
qokaiin	39.750000	0.000000	left	1
chey	60.400000	0.000000	left	1
chokaiin	51.750000	0.000000	left	1
chear	60.400000	0.000000	left	1
ar	0.000000	0.000000	unknown	0
ol	0.000000	5.000000	right	1
rarolchl	0.000000	4.000000	right	1
ycheeo	42.400000	0.000000	left	1
lkaiin	0.000000	0.000000	unknown	0
cho	51.000000	0.000000	left	1
ror	0.000000	0.000000	unknown	0
sheol	6.000000	0.000000	left	1
kain	2.000000	24.000000	right	1
shor	0.000000	0.000000	unknown	0
sar	0.000000	0.000000	unknown	0
aiiry	0.000000	0.000000	unknown	0
sheo	6.000000	0.000000	left	1
al	0.000000	0.000000	unknown	0
kairam	2.000000	24.000000	right	1
poral	0.000000	0.000000	unknown	0
sho	0.000000	0.000000	unknown	0
keeody	8.000000	24.000000	right	1
qokain	39.750000	0.000000	left	1
chckhy	51.000000	24.000000	left	1
olteeedy	3.000000	5.000000	right	1
qopches	9.400000	34.000000	right	1
al	0.000000	0.000000	unknown	0
karchy	2.000000	24.000000	right	1
qotedary	0.000000	0.000000	unknown	0
tcheorsho	9.400000	7.000000	left	1
lkshey	6.000000	0.000000	left	1
lpcheo	9.400000	2.000000	left	1
ro	0.000000	0.000000	unknown	0
lpchey	9.400000	2.000000	left	1
oporaiin	0.000000	8.000000	right	1
chpchy	51.000000	2.000000	left	1
qopcheody	9.400000	34.000000	right	1
qotar	0.000000	0.000000	unknown	0
ain	0.000000	0.000000	unknown	0
psheodalo	6.000000	0.000000	left	1
dar	2.000000	30.000000	right	1
sheodal	6.000000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
qotes	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
okalal	0.750000	77.000000	right	1
shdy	0.000000	0.000000	unknown	0
otaiin	0.000000	5.000000	right	1
shedy	6.000000	0.000000	left	1
pshodaiin	0.000000	0.000000	unknown	0
opchy	0.000000	13.000000	right	1
shoteeody	3.000000	0.000000	left	1
shotchey	9.400000	9.000000	left	1
yteey	3.000000	4.000000	right	1
sholfaiin	0.000000	0.000000	unknown	0
opchdy	0.000000	13.000000	right	1
lchdy	0.000000	2.000000	right	1
dol	2.000000	30.000000	right	1
ycheool	39.400000	0.000000	left	1
cheeey	63.400000	0.000000	left	1
ol	0.000000	5.000000	right	1
aiin	0.000000	0.000000	unknown	0
cheody	60.400000	0.000000	left	1
laiiin	0.000000	0.000000	unknown	0
chekol	60.400000	0.000000	left	1
cheey	63.400000	0.000000	left	1
okchar	0.750000	77.000000	right	1
aiin	0.000000	0.000000	unknown	0
aloal	0.000000	0.000000	unknown	0
shaiin	0.000000	0.000000	unknown	0
ar	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
sheey	9.000000	0.000000	left	1
lkaiin	0.000000	0.000000	unknown	0
sheedy	9.000000	0.000000	left	1
shedy	6.000000	0.000000	left	1
qokal	39.750000	0.000000	left	1
chey	60.400000	0.000000	left	1
okaiin	0.750000	77.000000	right	1
chdaldy	51.000000	0.000000	left	1
pcheodar	9.400000	2.000000	left	1
shol	0.000000	0.000000	unknown	0
kain	2.000000	24.000000	right	1
okshchedy	10.150000	83.000000	right	1
qoteey	3.000000	0.000000	left	1
shotchy	0.000000	9.000000	right	1
qoty	0.000000	0.000000	unknown	0
lpaiin	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
lar	0.000000	0.000000	unknown	0
daiiral	2.000000	30.000000	right	1
sheol	6.000000	0.000000	left	1
daiin	2.000000	30.000000	right	1
otedy	0.000000	5.000000	right	1
qokain	39.750000	0.000000	left	1
akar	0.000000	0.000000	unknown	0
cheor	60.400000	0.000000	left	1
al	0.000000	0.000000	unknown	0
taiin	0.000000	0.000000	unknown	0
chekal	60.400000	0.000000	left	1
otaras	0.000000	5.000000	right	1
dshedy	8.000000	30.000000	right	1
qoteey	3.000000	0.000000	left	1
otaiin	0.000000	5.000000	right	1
chy	51.000000	0.000000	left	1
chealol	60.400000	0.000000	left	1
chlchd	51.000000	2.000000	left	1
aiin	0.000000	0.000000	unknown	0
oty	0.000000	5.000000	right	1
otair	0.000000	5.000000	right	1
otaiikam	0.000000	5.000000	right	1
ysheedal	9.000000	0.000000	left	1
okain	0.750000	77.000000	right	1
okain	0.750000	77.000000	right	1
otar	0.000000	5.000000	right	1
kaiin	2.000000	24.000000	right	1
chdalkair	51.000000	0.000000	left	1
olkair	0.000000	5.000000	right	1
alkeedy	6.000000	0.000000	left	1
okal	0.750000	77.000000	right	1
sotchdaiin	0.000000	9.000000	right	1
shodaiin	0.000000	0.000000	unknown	0
otedy	0.000000	5.000000	right	1
qokeedy	48.750000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
ykar	43.200000	3.600000	left	1
qokain	39.750000	0.000000	left	1
cheedy	63.400000	0.000000	left	1
lol	0.000000	0.000000	unknown	0
fsheda	6.000000	0.000000	left	1
loain	0.000000	0.000000	unknown	0
opaiiral	0.000000	8.000000	right	1
oteo	0.000000	5.000000	right	1
daiin	2.000000	30.000000	right	1
chopchy	51.000000	8.000000	left	1
otair	0.000000	5.000000	right	1
kar	2.000000	24.000000	right	1
alalor	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
aly	0.000000	0.000000	unknown	0
kar	2.000000	24.000000	right	1
daiin	2.000000	30.000000	right	1
al	0.000000	0.000000	unknown	0
sheeodar	9.000000	0.000000	left	1
ychtain	30.000000	0.000000	left	1
chor	51.000000	0.000000	left	1
otar	0.000000	5.000000	right	1
qokar	39.750000	0.000000	left	1
okar	0.750000	77.000000	right	1
shed	6.000000	0.000000	left	1
sheo	6.000000	0.000000	left	1
keor	5.000000	24.000000	right	1
ain	0.000000	0.000000	unknown	0
amchy	0.000000	0.000000	unknown	0
yshedaiin	6.000000	0.000000	left	1
shckhy	0.000000	24.000000	right	1
cheokchy	61.150000	0.000000	left	1
sar	0.000000	0.000000	unknown	0
al	0.000000	0.000000	unknown	0
cholchedy	60.400000	4.000000	left	1
ytain	0.000000	4.000000	right	1
otar	0.000000	5.000000	right	1
ol	0.000000	5.000000	right	1
chdy	51.000000	0.000000	left	1
daly	2.000000	30.000000	right	1
lody	0.000000	0.000000	unknown	0
tshoar	0.000000	0.000000	unknown	0
oeey	5.000000	5.000000	tie	1
qokain	39.750000	0.000000	left	1
shypchedy	9.400000	2.000000	left	1
opched	9.400000	13.000000	right	1
qopchedy	9.400000	34.000000	right	1
otaiin	0.000000	5.000000	right	1
chepar	60.400000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
octhy	0.000000	8.000000	right	1
dair	2.000000	30.000000	right	1
ry	0.000000	0.000000	unknown	0
daiin	2.000000	30.000000	right	1
shody	0.000000	0.000000	unknown	0
kchedy	37.400000	24.000000	left	1
sheody	6.000000	0.000000	left	1
olkaiin	0.000000	5.000000	right	1
shkar	0.000000	0.000000	unknown	0
chody	51.000000	0.000000	left	1
talshdy	4.000000	0.000000	left	1
qokain	39.750000	0.000000	left	1
kararo	2.000000	24.000000	right	1
soy	0.000000	0.000000	unknown	0
sheolshody	10.000000	0.000000	left	1
chain	51.000000	0.000000	left	1
shol	0.000000	0.000000	unknown	0
kain	2.000000	24.000000	right	1
shokaiin	0.750000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
chodar	51.000000	0.000000	left	1
ail	0.000000	0.000000	unknown	0
dal	2.000000	30.000000	right	1
dar	2.000000	30.000000	right	1
loror	0.000000	0.000000	unknown	0
tshodaiin	0.000000	0.000000	unknown	0
sholkair	0.000000	0.000000	unknown	0
orain	0.000000	5.000000	right	1
kar	2.000000	24.000000	right	1
aiin	0.000000	0.000000	unknown	0
shtchy	0.000000	7.000000	right	1
qopchdy	0.000000	34.000000	right	1
qopchy	0.000000	34.000000	right	1
lolkair	0.000000	0.000000	unknown	0
sheas	6.000000	0.000000	left	1
am	0.000000	0.000000	unknown	0
tchdys	0.000000	7.000000	right	1
ar	0.000000	0.000000	unknown	0
chedo	60.400000	0.000000	left	1
oteeody	3.000000	5.000000	right	1
kshedy	8.000000	24.000000	right	1
qotchdy	0.000000	9.000000	right	1
qotar	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
qotedy	0.000000	0.000000	unknown	0
opchy	0.000000	13.000000	right	1
kaiin	2.000000	24.000000	right	1
sham	0.000000	0.000000	unknown	0
ycheey	42.400000	0.000000	left	1
qoeedy	31.000000	0.000000	left	1
chodain	51.000000	0.000000	left	1
otal	0.000000	5.000000	right	1
chdy	51.000000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
chokaiin	51.750000	0.000000	left	1
chody	51.000000	0.000000	left	1
qokal	39.750000	0.000000	left	1
otal	0.000000	5.000000	right	1
otam	0.000000	5.000000	right	1
olkeeal	6.000000	5.000000	left	1
kchedy	37.400000	24.000000	left	1
qoeeey	31.000000	0.000000	left	1
ral	0.000000	0.000000	unknown	0
ches	60.400000	0.000000	left	1
al	0.000000	0.000000	unknown	0
ytar	0.000000	4.000000	right	1
shsy	0.000000	0.000000	unknown	0
lchey	9.400000	2.000000	left	1
ykaiin	43.200000	3.600000	left	1
shy	0.000000	0.000000	unknown	0
lkam	0.000000	0.000000	unknown	0
kcheo	37.400000	24.000000	left	1
okar	0.750000	77.000000	right	1
shedy	6.000000	0.000000	left	1
qofchdy	0.000000	0.000000	unknown	0
otshedy	6.000000	5.000000	left	1
qokchdy	39.750000	0.000000	left	1
qotshdy	0.000000	0.000000	unknown	0
qokchdy	39.750000	0.000000	left	1
kair	2.000000	24.000000	right	1
alo	0.000000	0.000000	unknown	0
dy	2.000000	30.000000	right	1
sarar	0.000000	0.000000	unknown	0
okeor	6.750000	77.000000	right	1
aiin	0.000000	0.000000	unknown	0
chotal	51.000000	0.000000	left	1
shody	0.000000	0.000000	unknown	0
qotchdy	0.000000	9.000000	right	1
qotar	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
chodal	51.000000	0.000000	left	1
chedy	60.400000	0.000000	left	1
qotam	0.000000	0.000000	unknown	0
pshodalos	0.000000	0.000000	unknown	0
qokshdy	39.750000	0.000000	left	1
qokshy	39.750000	0.000000	left	1
opchdy	0.000000	13.000000	right	1
qokshd	39.750000	0.000000	left	1
ar	0.000000	0.000000	unknown	0
shdar	0.000000	0.000000	unknown	0
oeedy	5.000000	5.000000	tie	1
qotaly	0.000000	0.000000	unknown	0
dairy	2.000000	30.000000	right	1
polchs	0.000000	4.000000	right	1
lkaiir	0.000000	0.000000	unknown	0
shokar	0.750000	0.000000	left	1
choefy	53.000000	0.000000	left	1
shor	0.000000	0.000000	unknown	0
qokor	39.750000	0.000000	left	1
sheeo	9.000000	0.000000	left	1
kolshes	12.000000	24.000000	right	1
okcharaiin	0.750000	77.000000	right	1
tshod	0.000000	0.000000	unknown	0
qokchy	39.750000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
okshy	0.750000	77.000000	right	1
qokar	39.750000	0.000000	left	1
shedy	6.000000	0.000000	left	1
shey	6.000000	0.000000	left	1
qopshedy	6.000000	29.000000	right	1
shdykairy	0.000000	2.000000	right	1
lam	0.000000	0.000000	unknown	0
olkalol	0.000000	5.000000	right	1
shor	0.000000	0.000000	unknown	0
chor	51.000000	0.000000	left	1
okal	0.750000	77.000000	right	1
chdy	51.000000	0.000000	left	1
chol	51.000000	0.000000	left	1
chedy	60.400000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
oraiin	0.000000	5.000000	right	1
okeedy	9.750000	77.000000	right	1
qokain	39.750000	0.000000	left	1
saraiin	0.000000	0.000000	unknown	0
solshedy	10.000000	0.000000	left	1
qokchdy	39.750000	0.000000	left	1
qokol	39.750000	0.000000	left	1
chdaiin	51.000000	0.000000	left	1
chdal	51.000000	0.000000	left	1
air	0.000000	0.000000	unknown	0
odl	0.000000	5.000000	right	1
charain	51.000000	0.000000	left	1
okaifhy	0.750000	77.000000	right	1
tar	0.000000	0.000000	unknown	0
air	0.000000	0.000000	unknown	0
kshdain	2.000000	24.000000	right	1
okal	0.750000	77.000000	right	1
chdy	51.000000	0.000000	left	1
lchedy	9.400000	2.000000	left	1
kshar	2.000000	24.000000	right	1
chopchy	51.000000	8.000000	left	1
otches	9.400000	14.000000	right	1
ar	0.000000	0.000000	unknown	0
al	0.000000	0.000000	unknown	0
opchdy	0.000000	13.000000	right	1
psheody	6.000000	0.000000	left	1
olkeedy	6.000000	5.000000	left	1
qokor	39.750000	0.000000	left	1
sheos	6.000000	0.000000	left	1
choty	51.000000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
oteody	0.000000	5.000000	right	1
otaiin	0.000000	5.000000	right	1
qokar	39.750000	0.000000	left	1
oty	0.000000	5.000000	right	1
dy	2.000000	30.000000	right	1
ycheey	42.400000	0.000000	left	1
olchey	9.400000	45.000000	right	1
chedy	60.400000	0.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
cheos	60.400000	0.000000	left	1
otaiin	0.000000	5.000000	right	1
otain	0.000000	5.000000	right	1
chotar	51.000000	0.000000	left	1
olos	0.000000	5.000000	right	1
aiin	0.000000	0.000000	unknown	0
cheom	60.400000	0.000000	left	1
otaiin	0.000000	5.000000	right	1
okochey	10.150000	77.000000	right	1
qody	0.000000	0.000000	unknown	0
oinysarx	0.000000	5.000000	right	1
okeey	9.750000	77.000000	right	1
oteedy	3.000000	5.000000	right	1
ksheody	8.000000	24.000000	right	1
qokeedy	48.750000	0.000000	left	1
qotokody	0.750000	0.000000	left	1
tolos	0.000000	0.000000	unknown	0
shdair	0.000000	0.000000	unknown	0
sheky	6.000000	0.000000	left	1
keedy	8.000000	24.000000	right	1
qoeedy	31.000000	0.000000	left	1
qofchedy	9.400000	0.000000	left	1
sair	0.000000	0.000000	unknown	0
al	0.000000	0.000000	unknown	0
pchedy	9.400000	2.000000	left	1
ypodaiin	0.000000	0.000000	unknown	0
saram	0.000000	0.000000	unknown	0
pchodaiin	0.000000	2.000000	right	1
kcheeor	40.400000	24.000000	left	1
al	0.000000	0.000000	unknown	0
ky	2.000000	24.000000	right	1
shcthy	0.000000	31.000000	right	1
otos	0.000000	5.000000	right	1
ar	0.000000	0.000000	unknown	0
odal	0.000000	5.000000	right	1
pcheody	9.400000	2.000000	left	1
qotaiin	0.000000	0.000000	unknown	0
otor	0.000000	5.000000	right	1
alodam	0.000000	0.000000	unknown	0
shody	0.000000	0.000000	unknown	0
shockhy	0.000000	0.000000	unknown	0
qokeey	48.750000	0.000000	left	1
qokchol	39.750000	0.000000	left	1
kchedy	37.400000	24.000000	left	1
shdy	0.000000	0.000000	unknown	0
kchedy	37.400000	24.000000	left	1
chedy	60.400000	0.000000	left	1
qockhey	6.000000	0.000000	left	1
okaiin	0.750000	77.000000	right	1
al	0.000000	0.000000	unknown	0
pyoaly	0.000000	0.000000	unknown	0
cheo	60.400000	0.000000	left	1
aiir	0.000000	0.000000	unknown	0
al	0.000000	0.000000	unknown	0
kcheodar	37.400000	24.000000	left	1
qodaiin	0.000000	0.000000	unknown	0
shcphoor	0.000000	24.000000	right	1
shedy	6.000000	0.000000	left	1
otedar	0.000000	5.000000	right	1
opol	0.000000	8.000000	right	1
fchedy	9.400000	0.000000	left	1
odr	0.000000	5.000000	right	1
okcheody	10.150000	77.000000	right	1
qokeey	48.750000	0.000000	left	1
otchey	9.400000	14.000000	right	1
qokeey	48.750000	0.000000	left	1
qokeedal	48.750000	0.000000	left	1
qokchkeey	45.750000	0.000000	left	1
qol	0.000000	0.000000	unknown	0
rody	0.000000	0.000000	unknown	0
raiin	0.000000	0.000000	unknown	0
oty	0.000000	5.000000	right	1
ko	2.000000	24.000000	right	1
sheody	6.000000	0.000000	left	1
qody	0.000000	0.000000	unknown	0
ches	60.400000	0.000000	left	1
aiin	0.000000	0.000000	unknown	0
dairair	2.000000	30.000000	right	1
opchedy	9.400000	13.000000	right	1
pchdy	0.000000	2.000000	right	1
kolchedy	11.400000	28.000000	right	1
tcheodar	9.400000	7.000000	left	1
podkor	0.000000	0.000000	unknown	0
pychal	4.000000	0.000000	left	1
shedy	6.000000	0.000000	left	1
qoteedy	3.000000	0.000000	left	1
cheyky	60.400000	2.000000	left	1
okedaiin	6.750000	77.000000	right	1
otedy	0.000000	5.000000	right	1
odaiin	0.000000	5.000000	right	1
chdy	51.000000	0.000000	left	1
chy	51.000000	0.000000	left	1
keedy	8.000000	24.000000	right	1
lkey	3.000000	0.000000	left	1
chedy	60.400000	0.000000	left	1
okeey	9.750000	77.000000	right	1
qokeedy	48.750000	0.000000	left	1
okeey	9.750000	77.000000	right	1
cheey	63.400000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
al	0.000000	0.000000	unknown	0
al	0.000000	0.000000	unknown	0
kalos	2.000000	24.000000	right	1
chedy	60.400000	0.000000	left	1
dkain	2.000000	30.000000	right	1
chcthy	51.000000	31.000000	left	1
cthey	57.000000	3.000000	left	1
chey	60.400000	0.000000	left	1
okal	0.750000	77.000000	right	1
chey	60.400000	0.000000	left	1
keey	8.000000	24.000000	right	1
rain	0.000000	0.000000	unknown	0
okeeo	9.750000	77.000000	right	1
otaiin	0.000000	5.000000	right	1
chedar	60.400000	0.000000	left	1
oteedy	3.000000	5.000000	right	1
otol	0.000000	5.000000	right	1
oty	0.000000	5.000000	right	1
ysoir	0.000000	0.000000	unknown	0
okeey	9.750000	77.000000	right	1
cheodain	60.400000	0.000000	left	1
chey	60.400000	0.000000	left	1
tchar	0.000000	7.000000	right	1
oqotaiin	0.000000	5.000000	right	1
oty	0.000000	5.000000	right	1
raral	0.000000	0.000000	unknown	0
oteey	3.000000	5.000000	right	1
sar	0.000000	0.000000	unknown	0
aildy	0.000000	0.000000	unknown	0
ytar	0.000000	4.000000	right	1
okain	0.750000	77.000000	right	1
cheokaiin	61.150000	0.000000	left	1
chedy	60.400000	0.000000	left	1
okeeey	9.750000	77.000000	right	1
chkaiin	51.000000	0.000000	left	1
ol	0.000000	5.000000	right	1
oky	0.750000	77.000000	right	1
raiin	0.000000	0.000000	unknown	0
cheoar	60.400000	0.000000	left	1
chos	51.000000	0.000000	left	1
pchdlar	0.000000	2.000000	right	1
sheolor	6.000000	0.000000	left	1
ykeeol	49.200000	3.600000	left	1
qokchy	39.750000	0.000000	left	1
otor	0.000000	5.000000	right	1
okeesodar	9.750000	77.000000	right	1
tarair	0.000000	0.000000	unknown	0
oteey	3.000000	5.000000	right	1
otaiin	0.000000	5.000000	right	1
ytar	0.000000	4.000000	right	1
dchey	41.400000	36.000000	left	1
qoteos	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
shedy	6.000000	0.000000	left	1
oteed	3.000000	5.000000	right	1
qor	0.000000	0.000000	unknown	0
aiin	0.000000	0.000000	unknown	0
cheockhy	60.400000	0.000000	left	1
olkeey	6.000000	5.000000	left	1
qotain	0.000000	0.000000	unknown	0
chey	60.400000	0.000000	left	1
qeeey	3.000000	0.000000	left	1
lor	0.000000	0.000000	unknown	0
teeody	3.000000	0.000000	left	1
chedain	60.400000	0.000000	left	1
qoteey	3.000000	0.000000	left	1
qokar	39.750000	0.000000	left	1
deeo	5.000000	30.000000	right	1
ltedy	0.000000	0.000000	unknown	0
otar	0.000000	5.000000	right	1
ain	0.000000	0.000000	unknown	0
chady	51.000000	0.000000	left	1
otokcho	0.750000	5.000000	right	1
qoked	45.750000	0.000000	left	1
okchedy	10.150000	77.000000	right	1
olkchedy	9.400000	5.000000	left	1
tedy	0.000000	0.000000	unknown	0
oteeey	3.000000	5.000000	right	1
okchedy	10.150000	77.000000	right	1
qokeed	48.750000	0.000000	left	1
qokear	45.750000	0.000000	left	1
chedy	60.400000	0.000000	left	1
chokchedy	61.150000	0.000000	left	1
qokain	39.750000	0.000000	left	1
ar	0.000000	0.000000	unknown	0
okcheey	13.150000	77.000000	right	1
qokeedy	48.750000	0.000000	left	1
chotchedy	60.400000	9.000000	left	1
daiin	2.000000	30.000000	right	1
ar	0.000000	0.000000	unknown	0
oteey	3.000000	5.000000	right	1
lteey	3.000000	0.000000	left	1
chedaiin	60.400000	0.000000	left	1
okchey	10.150000	77.000000	right	1
otaiin	0.000000	5.000000	right	1
am	0.000000	0.000000	unknown	0
torshor	0.000000	0.000000	unknown	0
sheeey	9.000000	0.000000	left	1
oteeol	3.000000	5.000000	right	1
qokeey	48.750000	0.000000	left	1
qokedy	45.750000	0.000000	left	1
lkaiin	0.000000	0.000000	unknown	0
qokaiin	39.750000	0.000000	left	1
qokor	39.750000	0.000000	left	1
al	0.000000	0.000000	unknown	0
okirolcy	0.750000	81.000000	right	1
okoiin	0.750000	77.000000	right	1
sheey	9.000000	0.000000	left	1
tcheol	9.400000	7.000000	left	1
kain	2.000000	24.000000	right	1
okeey	9.750000	77.000000	right	1
chedy	60.400000	0.000000	left	1
okeedy	9.750000	77.000000	right	1
chdykchedy	60.400000	4.000000	left	1
chey	60.400000	0.000000	left	1
kain	2.000000	24.000000	right	1
an	0.000000	0.000000	unknown	0
yteedy	3.000000	4.000000	right	1
qokeedy	48.750000	0.000000	left	1
okeol	6.750000	77.000000	right	1
lchedy	9.400000	2.000000	left	1
qokal	39.750000	0.000000	left	1
lor	0.000000	0.000000	unknown	0
sheal	6.000000	0.000000	left	1
cheedaiin	63.400000	0.000000	left	1
chey	60.400000	0.000000	left	1
sair	0.000000	0.000000	unknown	0
alom	0.000000	0.000000	unknown	0
cheeo	63.400000	0.000000	left	1
cheeol	63.400000	0.000000	left	1
qokaiin	39.750000	0.000000	left	1
ytain	0.000000	4.000000	right	1
ykeeol	49.200000	3.600000	left	1
l	0.000000	0.000000	unknown	0
or	0.000000	5.000000	right	1
aiin	0.000000	0.000000	unknown	0
okaiin	0.750000	77.000000	right	1
ekar	0.000000	0.000000	unknown	0
okaiin	0.750000	77.000000	right	1
