token	rules
qoeeey	ee,qoe,oe
ches	he,che
ytar	yt
lchey	he,che,lc
ykaiin	yk
kcheo	he,che
okar	ok
shedy	he
otshedy	he
qokchdy	qok,ok
qokchdy	qok,ok
okeor	oke,ke,ok
qotchdy	tc,tch,otc
shedy	he
chedy	he,che
qokshdy	qok,ok
qokshy	qok,ok
opchdy	opc,op,pc
qokshd	qok,ok
oeedy	ee,oe
polchs	olc,lc
shokar	ok
choefy	oe
qokor	qok,ok
sheeo	he,ee
kolshes	he,lsh,ls
okcharaiin	ok
qokchy	qok,ok
qokaiin	qok,ok
okshy	ok
qokar	qok,ok
shedy	he
shey	he
qopshedy	he,op,qop
shdykairy	yk
okal	ok
chedy	he,che
okeedy	oke,ee,ke,ok
qokain	qok,ok
solshedy	he,lsh,ls
qokchdy	qok,ok
qokol	qok,ok
okaifhy	ok
okal	ok
lchedy	he,che,lc
chopchy	opc,op,pc
otches	he,che,tc,tch,otc
opchdy	opc,op,pc
psheody	he
olkeedy	ee,ke
qokor	qok,ok
sheos	he
qokar	qok,ok
ycheey	he,che,ee,ych,yc
olchey	he,che,olc,lc
chedy	he,che
cheos	he,che
cheom	he,che
okochey	he,che,ok
okeey	oke,ee,ke,ok
oteedy	ee
ksheody	he
qokeedy	oke,qok,ee,ke,ok
qotokody	ok
sheky	he
keedy	ee,ke
qoeedy	ee,qoe,oe
qofchedy	he,che
pchedy	he,che,pc
pchodaiin	pc
kcheeor	he,che,ee
shcthy	hct,hc,ct,shc
pcheody	he,che,pc
qokeey	oke,qok,ee,ke,ok
qokchol	qok,ok
kchedy	he,che
kchedy	he,che
chedy	he,che
qockhey	he
okaiin	ok
cheo	he,che
kcheodar	he,che
shcphoor	hc,shc
shedy	he
opol	op
fchedy	he,che
okcheody	he,che,ok
qokeey	oke,qok,ee,ke,ok
otchey	he,che,tc,tch,otc
qokeey	oke,qok,ee,ke,ok
qokeedal	oke,qok,ee,ke,ok
qokchkeey	qok,ee,ke,ok
sheody	he
ches	he,che
opchedy	he,che,opc,op,pc
pchdy	pc
kolchedy	he,che,olc,lc
tcheodar	he,che,tc,tch
pychal	ych,yc
shedy	he
qoteedy	ee
cheyky	he,che,yk
okedaiin	oke,ke,ok
keedy	ee,ke
lkey	ke
chedy	he,che
okeey	oke,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
okeey	oke,ee,ke,ok
cheey	he,che,ee
qokaiin	qok,ok
chedy	he,che
chcthy	hct,hc,ct,chc
cthey	he,ct
chey	he,che
okal	ok
chey	he,che
keey	ee,ke
okeeo	oke,ee,ke,ok
chedar	he,che
oteedy	ee
okeey	oke,ee,ke,ok
cheodain	he,che
chey	he,che
tchar	tc,tch
oteey	ee
ytar	yt
okain	ok
cheokaiin	he,che,ok
chedy	he,che
okeeey	oke,ee,ke,ok
oky	ok
cheoar	he,che
pchdlar	pc
sheolor	he
ykeeol	ee,ke,yk
qokchy	qok,ok
okeesodar	oke,ee,ke,ok
oteey	ee
ytar	yt
dchey	he,che,dch,dc
shedy	he
oteed	ee
cheockhy	he,che
olkeey	ee,ke
chey	he,che
qeeey	ee
teeody	ee
chedain	he,che
qoteey	ee
qokar	qok,ok
deeo	ee
otokcho	ok
qoked	oke,qok,ke,ok
okchedy	he,che,ok
olkchedy	he,che
oteeey	ee
okchedy	he,che,ok
qokeed	oke,qok,ee,ke,ok
qokear	oke,qok,ke,ok
chedy	he,che
chokchedy	he,che,ok
qokain	qok,ok
okcheey	he,che,ee,ok
qokeedy	oke,qok,ee,ke,ok
chotchedy	he,che,tc,tch,otc
oteey	ee
lteey	ee
chedaiin	he,che
okchey	he,che,ok
sheeey	he,ee
oteeol	ee
qokeey	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
qokaiin	qok,ok
qokor	qok,ok
okirolcy	ok,olc,lc
okoiin	ok
sheey	he,ee
tcheol	he,che,tc,tch
okeey	oke,ee,ke,ok
chedy	he,che
okeedy	oke,ee,ke,ok
chdykchedy	he,che,ykc,yk
chey	he,che
yteedy	ee,yt
qokeedy	oke,qok,ee,ke,ok
okeol	oke,ke,ok
lchedy	he,che,lc
qokal	qok,ok
sheal	he
cheedaiin	he,che,ee
chey	he,che
cheeo	he,che,ee
cheeol	he,che,ee
qokaiin	qok,ok
ytain	yt
ykeeol	ee,ke,yk
okaiin	ok
okaiin	ok
polchls	olc,lc,ls
sheky	he
qokaiin	qok,ok
opchal	opc,op,pc
shedy	he
pshedaiin	he
shedy	he
cthedy	he,ct
lshedy	he,lsh,ls
cheol	he,che
chear	he,che
chey	he,che
qokaiin	qok,ok
tolshosor	lsh,ls
olkeedy	ee,ke
opcheol	he,che,opc,op,pc
qeeoy	ee
shey	he
shey	he
farsheey	he,ee
rolchy	olc,lc
sheey	he,ee
opalkaiin	op
sheey	he,ee
cheeody	he,che,ee
okeeey	oke,ee,ke,ok
cheodaiin	he,che
okain	ok
okaiin	ok
qokeol	oke,qok,ke,ok
okeeo	oke,ee,ke,ok
yksheol	he,yk
okaiiin	ok
lshedy	he,lsh,ls
qokal	qok,ok
okair	ok
alchky	lc
okilcheol	he,che,ok,lc
qokeeo	oke,qok,ee,ke,ok
pchod	pc
ycheain	he,che,ych,yc
chedy	he,che
qokaiin	qok,ok
qokchdy	qok,ok
qokal	qok,ok
qokiir	qok,ok
ofchedy	he,che
qofchedy	he,che
sheees	he,ee
cheey	he,che,ee
otchy	tc,tch,otc
ykaiin	yk
ykal	yk
aiiikhedy	he
okaral	ok
qokaiin	qok,ok
opaichy	op
opal	op
sheol	he
okaiin	ok
sheykal	he,yk
yols	ls
qokaiin	qok,ok
okal	ok
qockhedy	he
okraiin	ok
qocthy	ct
lkeey	ee,ke
cheotain	he,che
okaiin	ok
opaim	op
lkeeol	ee,ke
lchedy	he,che,lc
qokor	qok,ok
chedy	he,che
alchor	lc
kcheo	he,che
rkeey	ee,ke
qokchey	he,che,qok,ok
qokl	qok,ok
chey	he,che
ofchey	he,che
qoteedy	ee
opchedy	he,che,opc,op,pc
qokchey	he,che,qok,ok
otlchdain	lc
cheol	he,che
cheol	he,che
kchekain	he,che
cheear	he,che,ee
oeedy	ee,oe
chey	he,che
chey	he,che
qokaiin	qok,ok
okaiin	ok
okal	ok
okal	ok
pcholky	pc
sokeey	oke,ee,ke,ok
oteey	ee
ykchey	he,che,ykc,yk
okeey	oke,ee,ke,ok
okeear	oke,ee,ke,ok
sheody	he
ykchedy	he,che,ykc,yk
chykaiin	yk
chedy	he,che
qokeedy	oke,qok,ee,ke,ok
qokokil	qok,ok
chees	he,che,ee
opal	op
cheey	he,che,ee
qokaiin	qok,ok
cheor	he,che
qokaiin	qok,ok
ytaiin	yt
okair	ok
okair	ok
lkeey	ee,ke
ytaiin	yt
pchdy	pc
olkeeey	ee,ke
qokair	qok,ok
chey	he,che
cheey	he,che,ee
dckhy	dc
qokedy	oke,qok,ke,ok
chedy	he,che
qokaiin	qok,ok
qokar	qok,ok
ochedy	he,che
sheockhedy	he
opchedy	he,che,opc,op,pc
qopchdy	opc,op,pc,qop
ytar	yt
okaiin	ok
qokaiy	qok,ok
olkeedy	ee,ke
qokeey	oke,qok,ee,ke,ok
oky	ok
okaiin	ok
qokaldy	qok,ok
polcheolkain	he,che,olc,lc
qokair	qok,ok
okeol	oke,ke,ok
qokol	qok,ok
qokaiin	qok,ok
opcheol	he,che,opc,op,pc
shey	he
kedy	ke
qokain	qok,ok
qokedy	oke,qok,ke,ok
qokaiin	qok,ok
qoky	qok,ok
tshedy	he
okal	ok
shedy	he
qokchey	he,che,qok,ok
qokeey	oke,qok,ee,ke,ok
qoteedy	ee
qopchcfhy	hc,opc,op,pc,chc,qop
qokeey	oke,qok,ee,ke,ok
lcheol	he,che,lc
shedy	he
qokaly	qok,ok
qokaiin	qok,ok
ycheey	he,che,ee,ych,yc
qokain	qok,ok
ockheody	he
qokair	qok,ok
qokaiin	qok,ok
shoeky	oe
qokaiin	qok,ok
okaiin	ok
qokar	qok,ok
qokal	qok,ok
qokal	qok,ok
cheody	he,che
qokain	qok,ok
okchdy	ok
okal	ok
opchol	opc,op,pc
okal	ok
opaiin	op
qokeody	oke,qok,ke,ok
ykeear	ee,ke,yk
chckhy	hc,chc
okaiin	ok
okal	ok
qoklaiin	qok,ok
cheol	he,che
qokar	qok,ok
chey	he,che
qokain	qok,ok
qokchey	he,che,qok,ok
okaiin	ok
okaiin	ok
cheody	he,che
qopchedy	he,che,opc,op,pc,qop
pcholkal	pc
opalkam	op
kchedy	he,che
qokol	qok,ok
okal	ok
palchar	lc
opalkar	op
okeol	oke,ke,ok
qokeor	oke,qok,ke,ok
opchey	he,che,opc,op,pc
pchey	he,che,pc
sheor	he
qokain	qok,ok
cheody	he,che
qokain	qok,ok
okaiin	ok
olkeeor	ee,ke
okain	ok
okchey	he,che,ok
qokshy	qok,ok
okol	ok
lkshedy	he
qokar	qok,ok
cheey	he,che,ee
qokam	qok,ok
tolkeeedy	ee,ke
okeol	oke,ke,ok
cheody	he,che
qokeey	oke,qok,ee,ke,ok
qokchedy	he,che,qok,ok
qotyshey	he
qcthey	he,ct
okain	ok
okaiin	ok
lkeody	ke
lkeeey	ee,ke
qokaiin	qok,ok
chey	he,che
qoky	qok,ok
okeeody	oke,ee,ke,ok
okaiin	ok
otchey	he,che,tc,tch,otc
qokaiin	qok,ok
okedy	oke,ke,ok
qokam	qok,ok
okain	ok
ykaiin	yk
polchedy	he,che,olc,lc
olkeey	ee,ke
lkey	ke
chcthy	hct,hc,ct,chc
shedy	he
qokaiin	qok,ok
chedy	he,che
qokeedy	oke,qok,ee,ke,ok
okal	ok
chedy	he,che
qolkeey	ee,ke
lpcheedy	he,che,ee,pc
qokol	qok,ok
keedy	ee,ke
okaiin	ok
okchey	he,che,ok
qokchey	he,che,qok,ok
qokaiin	qok,ok
olkeey	ee,ke
qokol	qok,ok
oteey	ee
oteey	ee
okain	ok
cheor	he,che
cheary	he,che
okaiin	ok
okaiin	ok
pokar	ok
keey	ee,ke
okeeo	oke,ee,ke,ok
lcheey	he,che,ee,lc
qokchey	he,che,qok,ok
oteey	ee
lkeeol	ee,ke
lkeedy	ee,ke
qokeey	oke,qok,ee,ke,ok
keeeo	ee,ke
qokeey	oke,qok,ee,ke,ok
chckhy	hc,chc
lkeey	ee,ke
opchey	he,che,opc,op,pc
cheokaly	he,che,ok
okain	ok
okechdy	oke,ke,ok
keeedal	ee,ke
shedy	he
okeeolkcheey	he,che,oke,ee,ke,ok
chey	he,che
chedy	he,che
kedy	ke
qoteey	ee
oteey	ee
qokeey	oke,qok,ee,ke,ok
ycheey	he,che,ee,ych,yc
qokeey	oke,qok,ee,ke,ok
okeoteey	oke,ee,ke,ok
qokey	oke,qok,ke,ok
qokey	oke,qok,ke,ok
qokeey	oke,qok,ee,ke,ok
okoey	ok,oe
oteedy	ee
qokey	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
chey	he,che
qoky	qok,ok
oteey	ee
chey	he,che
teodeear	ee
qopchety	he,che,opc,op,pc,qop
okeeoly	oke,ee,ke,ok
okchdpchy	ok,pc
opasy	op
kedydy	ke
qokeedy	oke,qok,ee,ke,ok
chokody	ok
chockhed	he
qokeor	oke,qok,ke,ok
shedy	he
qokechy	oke,qok,ke,ok
cheodchy	he,che,dch,dc
okedy	oke,ke,ok
lkedal	ke
okedy	oke,ke,ok
okedal	oke,ke,ok
chckhedy	he,hc,chc
choked	oke,ke,ok
tchokedy	tc,oke,tch,ke,ok
chey	he,che
oteey	ee
okeey	oke,ee,ke,ok
lkedshedy	he,ke
okcheefy	he,che,ee,ok
pchofar	pc
cheo	he,che
pchedy	he,che,pc
cheol	he,che
qokeey	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
sheoky	he,ok
qokchey	he,che,qok,ok
pochedy	he,che
shokeedar	oke,ee,ke,ok
kedal	ke
chokchy	ok
qokar	qok,ok
okeey	oke,ee,ke,ok
okeedy	oke,ee,ke,ok
cthey	he,ct
chedain	he,che
chedy	he,che
okedy	oke,ke,ok
lkedy	ke
kedy	ke
ockhedy	he
teodeey	ee
okeey	oke,ee,ke,ok
qetchdy	tc,tch
oteeody	ee
okaiin	ok
ykeeo	ee,ke,yk
tshey	he
okchey	he,che,ok
ocheey	he,che,ee
qokaiin	qok,ok
okaiin	ok
okal	ok
polchal	olc,lc
qokor	qok,ok
shedy	he
pcholy	pc
qokal	qok,ok
opchdy	opc,op,pc
qokaiin	qok,ok
cheey	he,che,ee
chey	he,che
qokeey	oke,qok,ee,ke,ok
chedy	he,che
okchedy	he,che,ok
qoeedy	ee,qoe,oe
qockhey	he
okain	ok
fcheokair	he,che,ok
okedaiin	oke,ke,ok
chedy	he,che
qokeed	oke,qok,ee,ke,ok
okain	ok
chedy	he,che
okeedy	oke,ee,ke,ok
ykchedy	he,che,ykc,yk
qokol	qok,ok
chedy	he,che
qokedy	oke,qok,ke,ok
lkedy	ke
okalol	ok
dchedy	he,che,dch,dc
okeedar	oke,ee,ke,ok
shchy	hc,shc
okol	ok
kedy	ke
okeedy	oke,ee,ke,ok
qolshy	lsh,ls
qoeedy	ee,qoe,oe
lkeal	ke
shedy	he
shokal	ok
keedy	ee,ke
qopchedy	he,che,opc,op,pc,qop
dkedam	ke
dcheol	he,che,dch,dc
qokaiin	qok,ok
shedy	he
qokey	oke,qok,ke,ok
chey	he,che
okeeam	oke,ee,ke,ok
qokal	qok,ok
lkedy	ke
qoked	oke,qok,ke,ok
okal	ok
ycheeor	he,che,ee,ych,yc
okeey	oke,ee,ke,ok
cheol	he,che
chedy	he,che
opchsd	opc,op,pc
opchedy	he,che,opc,op,pc
alkedy	ke
allkeam	ke
okal	ok
chedy	he,che
qokeedy	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
chalkeedy	ee,ke
ychedain	he,che,ych,yc
orcheory	he,che
okeey	oke,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
okedy	oke,ke,ok
qokedy	oke,qok,ke,ok
okedam	oke,ke,ok
polchedy	he,che,olc,lc
okedy	oke,ke,ok
qopchedy	he,che,opc,op,pc,qop
okeolkey	oke,ke,ok
teedy	ee
okeedy	oke,ee,ke,ok
keol	ke
sheody	he
qokedy	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokoy	qok,ok
qokedy	oke,qok,ke,ok
qokedy	oke,qok,ke,ok
qokal	qok,ok
ykedar	ke,yk
chedy	he,che
qokey	oke,qok,ke,ok
lkeedy	ee,ke
okedy	oke,ke,ok
solkedy	ke
okchd	ok
qokedy	oke,qok,ke,ok
okedy	oke,ke,ok
okeol	oke,ke,ok
okar	ok
okedy	oke,ke,ok
okedy	oke,ke,ok
pychory	ych,yc
opchey	he,che,opc,op,pc
lkeol	ke
shedy	he
opalal	op
cheedy	he,che,ee
qokalchdy	qok,ok,lc
opchdy	opc,op,pc
tchedy	he,che,tc,tch
qokey	oke,qok,ke,ok
okeey	oke,ee,ke,ok
lkeey	ee,ke
chedy	he,che
cheokeey	he,che,oke,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
chedl	he,che
alkeedy	ee,ke
lchdain	lc
qokar	qok,ok
yty	yt
oteedy	ee
okedy	oke,ke,ok
sheedain	he,ee
qokeedy	oke,qok,ee,ke,ok
chokeedy	oke,ee,ke,ok
keesho	ee,ke
chedy	he,che
keedal	ee,ke
keodky	ke
okeey	oke,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
chedal	he,che
chedy	he,che
qokeey	oke,qok,ee,ke,ok
okeedain	oke,ee,ke,ok
oolals	ls
olkeoy	ke
okey	oke,ke,ok
lokeey	oke,ee,ke,ok
qokedy	oke,qok,ke,ok
olkechy	ke
ched	he,che
oedy	oe
sheckhy	he
okeey	oke,ee,ke,ok
keey	ee,ke
lchedy	he,che,lc
okeey	oke,ee,ke,ok
qokedy	oke,qok,ke,ok
chedy	he,che
dalkedy	ke
qokedy	oke,qok,ke,ok
yteedy	ee,yt
qokeedy	oke,qok,ee,ke,ok
qokey	oke,qok,ke,ok
okedy	oke,ke,ok
qokaiin	qok,ok
cheodar	he,che
cheey	he,che,ee
qokedy	oke,qok,ke,ok
pcheedy	he,che,ee,pc
qokeol	oke,qok,ke,ok
okeol	oke,ke,ok
keol	ke
qokedy	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
lchdy	lc
oteedy	ee
lchedy	he,che,lc
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeo	oke,qok,ke,ok
lchedy	he,che,lc
qokey	oke,qok,ke,ok
qokeey	oke,qok,ee,ke,ok
lkedy	ke
lkedy	ke
pchedal	he,che,pc
qokeedar	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
fcheey	he,che,ee
qokedy	oke,qok,ke,ok
qoeechy	ee,qoe,oe
okain	ok
oteey	ee
checkhy	he,che
lkeedy	ee,ke
qokeedar	oke,qok,ee,ke,ok
okam	ok
ssheedal	he,ee
lkedy	ke
lkeedy	ee,ke
chedalkedy	he,che,ke
lkeedy	ee,ke
qokechedy	he,che,oke,qok,ke,ok
oteey	ee
okedain	oke,ke,ok
okal	ok
otchedy	he,che,tc,tch,otc
qokeedy	oke,qok,ee,ke,ok
okeedy	oke,ee,ke,ok
qokar	qok,ok
qokal	qok,ok
pchedaiin	he,che,pc
okedy	oke,ke,ok
lkedeed	ee,ke
okedar	oke,ke,ok
okeey	oke,ee,ke,ok
lkedy	ke
ysheedy	he,ee
okeedy	oke,ee,ke,ok
oteedy	ee
qokeedy	oke,qok,ee,ke,ok
okeedy	oke,ee,ke,ok
okeedy	oke,ee,ke,ok
chedal	he,che
okair	ok
qoteedar	ee
qokeeo	oke,qok,ee,ke,ok
chedam	he,che
okaldain	ok
sheed	he,ee
lchedy	he,che,lc
lkeedy	ee,ke
chedkel	he,che,ke
cthdy	ct
cheey	he,che,ee
leedaiin	ee
shckhaiin	hc,shc
okeal	oke,ke,ok
okar	ok
shee	he,ee
chectham	he,che,ct
tshedky	he
sheckhy	he
akey	ke
sheey	he,ee
teeody	ee
qokedy	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
shok	ok
okeey	oke,ee,ke,ok
cheol	he,che
qokeey	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
chckhy	hc,chc
okeey	oke,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
okedain	oke,ke,ok
pcheor	he,che,pc
okear	oke,ke,ok
sheey	he,ee
qokeey	oke,qok,ee,ke,ok
ykeealkey	ee,ke,yk
opsholal	op
shedy	he
okeey	oke,ee,ke,ok
lshey	he,lsh,ls
qokeeol	oke,qok,ee,ke,ok
lkeey	ee,ke
okeol	oke,ke,ok
okedy	oke,ke,ok
sholkeedy	ee,ke
chedy	he,che
qokain	qok,ok
teedan	ee
qokeey	oke,qok,ee,ke,ok
lkeed	ee,ke
chedy	he,che
qokeeos	oke,qok,ee,ke,ok
sheol	he
qopchdy	opc,op,pc,qop
qokeshdy	oke,qok,ke,ok
kedar	ke
okeey	oke,ee,ke,ok
lkeedy	ee,ke
okeal	oke,ke,ok
okey	oke,ke,ok
cheykedy	he,che,ke,yk
qeeedy	ee
cheey	he,che,ee
lsaiin	ls
polkeedal	ee,ke
sheo	he
kchey	he,che
opchedaiin	he,che,opc,op,pc
otshedy	he
olkeeey	ee,ke
chedar	he,che
cheykechey	he,che,ke,yk
oteedain	ee
cheody	he,che
shey	he
sheey	he,ee
olsar	ls
sheeo	he,ee
shey	he
cheeedaiin	he,che,ee
oloeeedy	ee,oe
qokeeor	oke,qok,ee,ke,ok
okeey	oke,ee,ke,ok
qoeey	ee,qoe,oe
deeal	ee
checthal	he,che,ct
cheeky	he,che,ee
chckhy	hc,chc
chekeek	he,che,ee,ke
checkhy	he,che
sheey	he,ee
tchar	tc,tch
okeedaiin	oke,ee,ke,ok
sheeol	he,ee
okeey	oke,ee,ke,ok
okaiin	ok
lchey	he,che,lc
ctheor	he,ct
cheey	he,che,ee
qokeey	oke,qok,ee,ke,ok
qokeeaiin	oke,qok,ee,ke,ok
okeaiin	oke,ke,ok
cheol	he,che
shedy	he
qokeeey	oke,qok,ee,ke,ok
okal	ok
ls	ls
shedy	he
qokey	oke,qok,ke,ok
eees	ee
lkeeedy	ee,ke
sheey	he,ee
shedaiin	he
qokeoy	oke,qok,ke,ok
keol	ke
chokeol	oke,ke,ok
qoteedy	ee
shedy	he
oteedy	ee
cheol	he,che
shed	he
qokedy	oke,qok,ke,ok
qokedain	oke,qok,ke,ok
checkhed	he,che
qoteedy	ee
qokedy	oke,qok,ke,ok
okeeor	oke,ee,ke,ok
shedain	he
qokedar	oke,qok,ke,ok
olkeeedy	ee,ke
qokeedy	oke,qok,ee,ke,ok
shedy	he
chedar	he,che
chedy	he,che
oteedy	ee
qokam	qok,ok
shey	he
ochey	he,che
qokeey	oke,qok,ee,ke,ok
choteey	ee
qokey	oke,qok,ke,ok
keedy	ee,ke
lkedy	ke
lchedy	he,che,lc
qokeey	oke,qok,ee,ke,ok
chedy	he,che
lchedy	he,che,lc
sholkeedy	ee,ke
qokeedy	oke,qok,ee,ke,ok
chey	he,che
qokeey	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
oteedy	ee
lchedam	he,che,lc
shechy	he
qokedy	oke,qok,ke,ok
qokain	qok,ok
chedy	he,che
keedy	ee,ke
sheor	he
sheey	he,ee
sheckhey	he
qokey	oke,qok,ke,ok
okey	oke,ke,ok
shey	he
shedy	he
qokain	qok,ok
dsheol	he
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
chey	he,che
qokeedy	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
sheckhy	he
lkedy	ke
qoteedy	ee
chey	he,che
lkedain	ke
chey	he,che
chear	he,che
ched	he,che
oteey	ee
chedy	he,che
sheeal	he,ee
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
dshedy	he
checkhey	he,che
sheeky	he,ee
lsheedain	he,ee,lsh,ls
shear	he
olkedy	ke
ycheain	he,che,ych,yc
chey	he,che
lcheal	he,che,lc
ykeey	ee,ke,yk
qolcheedy	he,che,ee,olc,lc
qokeedy	oke,qok,ee,ke,ok
okeody	oke,ke,ok
qokey	oke,qok,ke,ok
qokeedy	oke,qok,ee,ke,ok
qoteedy	ee
cheal	he,che
shedy	he
rcheetey	he,che,ee
qokeey	oke,qok,ee,ke,ok
cheolkeedy	he,che,ee,ke
cheol	he,che
chedytey	he,che,yt
okeearam	oke,ee,ke,ok
yshey	he
leeey	ee
shey	he
qokeeor	oke,qok,ee,ke,ok
shey	he
qokeey	oke,qok,ee,ke,ok
lsheey	he,ee,lsh,ls
oteey	ee
sheey	he,ee
cheekeey	he,che,ee,ke
lchg	lc
sheol	he
shedy	he
qokeey	oke,qok,ee,ke,ok
chedar	he,che
sheal	he
qokeedy	oke,qok,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
qokey	oke,qok,ke,ok
sheey	he,ee
qokeal	oke,qok,ke,ok
sheeain	he,ee
okeey	oke,ee,ke,ok
qokal	qok,ok
cheol	he,che
keol	ke
chedy	he,che
qokeey	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
ycheey	he,che,ee,ych,yc
qokeeey	oke,qok,ee,ke,ok
shedain	he
qokeedy	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
okeedal	oke,ee,ke,ok
okeol	oke,ke,ok
lkeey	ee,ke
lchedy	he,che,lc
lchedy	he,che,lc
checthy	he,che,ct
eeedy	ee
chckhey	he,hc,chc
olchey	he,che,olc,lc
sheey	he,ee
qokeeey	oke,qok,ee,ke,ok
qokeedar	oke,qok,ee,ke,ok
alkeedy	ee,ke
okain	ok
cheey	he,che,ee
cheal	he,che
cheol	he,che
keear	ee,ke
qokeedy	oke,qok,ee,ke,ok
qokeey	oke,qok,ee,ke,ok
checkhedy	he,che
qokal	qok,ok
dsheey	he,ee
oteey	ee
cheol	he,che
teedar	ee
okeedy	oke,ee,ke,ok
qokeedy	oke,qok,ee,ke,ok
checkhy	he,che
oteey	ee
okeey	oke,ee,ke,ok
chey	he,che
qokey	oke,qok,ke,ok
ssheodain	he
qokeeo	oke,qok,ee,ke,ok
okeey	oke,ee,ke,ok
qok	qok,ok
sheedy	he,ee
okeey	oke,ee,ke,ok
qokeeolchey	he,che,oke,qok,ee,ke,ok,olc,lc
olkeey	ee,ke
okeey	oke,ee,ke,ok
kcholchdar	olc,lc
chepchedy	he,che,pc
chetalshy	he,che,lsh,ls
sheek	he,ee
shear	he
shey	he
shey	he
sheeky	he,ee
okeey	oke,ee,ke,ok
okeey	oke,ee,ke,ok
qeeal	ee
shedy	he
okeey	oke,ee,ke,ok
oteey	ee
shedy	he
chcthy	hct,hc,ct,chc
lcheol	he,che,lc
oteeam	ee
dsheedy	he,ee
lkeedy	ee,ke
chckhy	hc,chc
lchedy	he,che,lc
qokeey	oke,qok,ee,ke,ok
qokear	oke,qok,ke,ok
qokeeas	oke,qok,ee,ke,ok
cheokedy	he,che,oke,ke,ok
lokam	ok
oteedy	ee
qokeey	oke,qok,ee,ke,ok
okedal	oke,ke,ok
chedy	he,che
qokedy	oke,qok,ke,ok
lshedy	he,lsh,ls
chcthhy	hct,hc,ct,chc
okeey	oke,ee,ke,ok
shedy	he
qoky	qok,ok
chedy	he,che
qok	qok,ok
shed	he
olchedy	he,che,olc,lc
qokeedy	oke,qok,ee,ke,ok
teedy	ee
keedy	ee,ke
qotchedy	he,che,tc,tch,otc
sshedy	he
qokeey	oke,qok,ee,ke,ok
checthey	he,che,ct
oteedy	ee
lchedy	he,che,lc
sheeol	he,ee
qokeody	oke,qok,ke,ok
chedain	he,che
cheedy	he,che,ee
qokeey	oke,qok,ee,ke,ok
qokedy	oke,qok,ke,ok
chckhhy	hc,chc
otshedy	he
lkeeol	ee,ke
lkeey	ee,ke
qotchdy	tc,tch,otc
ycheeodain	he,che,ee,ych,yc
okeeo	oke,ee,ke,ok
olchedy	he,che,olc,lc
lchedy	he,che,lc
qokeey	oke,qok,ee,ke,ok
okeeedy	oke,ee,ke,ok
okain	ok
chedy	he,che
chedy	he,che
teey	ee
ykeedaiin	ee,ke,yk
shekain	he
shedy	he
qokear	oke,qok,ke,ok
ochey	he,che
reeey	ee
qokeey	oke,qok,ee,ke,ok
chedy	he,che
lkeeody	ee,ke
dshey	he
lkeedy	ee,ke
lkeedy	ee,ke
cheedy	he,che,ee
oteedain	ee
sheedy	he,ee
chey	he,che
dsheeo	he,ee
qokeedy	oke,qok,ee,ke,ok
otchedey	he,che,tc,tch,otc
lshey	he,lsh,ls
lkeedy	ee,ke
oteey	ee
qokeedy	oke,qok,ee,ke,ok
shedam	he
cheam	he,che
qosheo	he
lchdy	lc
lshedy	he,lsh,ls
olkeeedy	ee,ke
shey	he
chey	he,che
teey	ee
cheo	he,che
dchedar	he,che,dch,dc
oteey	ee
lchey	he,che,lc
ykeeeos	ee,ke,yk
shear	he
oteedy	ee
oteey	ee
pchedey	he,che,pc
chedy	he,che
lchedy	he,che,lc
sheeodar	he,ee
sheey	he,ee
shey	he
oteedy	ee
chey	he,che
pchdam	pc
dched	he,che,dch,dc
shey	he
qokeedy	oke,qok,ee,ke,ok
okeodain	oke,ke,ok
shet	he
sheotam	he
